instance_id,business_id,Feature,InstanceID,category,latitude,longitude,X,Y,city,state,stars,review_count,is_open
dWAaS3h2DbU-Pb9dvU7qcw__shopping,dWAaS3h2DbU-Pb9dvU7qcw,Shopping,dWAaS3h2DbU-Pb9dvU7qcw,Shopping,39.9483769,-75.2175266,-5723.897933,-3500.257100,Philadelphia,PA,4.0,20,1
dWoYU1l6t7_VB2LHYLHxmw__breakfast___brunch,dWoYU1l6t7_VB2LHYLHxmw,Breakfast & Brunch,dWoYU1l6t7_VB2LHYLHxmw,Breakfast & Brunch,39.949726,-75.1440717,534.863389,-3350.243817,Philadelphia,PA,3.0,29,1
dYinIkKBspHV5hSaukklFg__restaurants,dYinIkKBspHV5hSaukklFg,Restaurants,dYinIkKBspHV5hSaukklFg,Restaurants,39.919628,-75.1713762,-1791.630126,-6696.993342,Philadelphia,PA,4.5,386,1
dZOiUVLqinNT8e_XUaq_qA__event_planning___services,dZOiUVLqinNT8e_XUaq_qA,Event Planning & Services,dZOiUVLqinNT8e_XUaq_qA,Event Planning & Services,39.9552973222,-75.1409192117,803.472724,-2730.740198,Philadelphia,PA,4.0,13,1
d_2gSlgHT0dVEAH1tQ88NA__bars,d_2gSlgHT0dVEAH1tQ88NA,Bars,d_2gSlgHT0dVEAH1tQ88NA,Bars,39.9335406,-75.1589076,-729.236856,-5149.980669,Philadelphia,PA,4.0,184,1
d_AEJ6ekjX79tL5RZtwZ_g__event_planning___services,d_AEJ6ekjX79tL5RZtwZ_g,Event Planning & Services,d_AEJ6ekjX79tL5RZtwZ_g,Event Planning & Services,39.9505683,-75.1657016,-1308.123008,-3256.584201,Philadelphia,PA,4.5,15,1
d_FmnBZFb6o_1mFZhIRM_Q__shopping,d_FmnBZFb6o_1mFZhIRM_Q,Shopping,d_FmnBZFb6o_1mFZhIRM_Q,Shopping,39.941902,-75.1493278,87.014772,-4220.234125,Philadelphia,PA,4.5,36,1
d_I4GH4Ek_YM2tpsuXW6mg__event_planning___services,d_I4GH4Ek_YM2tpsuXW6mg,Event Planning & Services,d_I4GH4Ek_YM2tpsuXW6mg,Event Planning & Services,39.9531593,-75.1590984,-745.494065,-2968.477748,Philadelphia,PA,4.5,9,1
d_mwzVgpkFo_D9mjSC36_w__home_services,d_mwzVgpkFo_D9mjSC36_w,Home Services,d_mwzVgpkFo_D9mjSC36_w,Home Services,39.9500869,-75.1683553,-1534.232838,-3310.113513,Philadelphia,PA,5.0,40,1
d_o_PQ-_-nDm_xg7v9gfeQ__local_services,d_o_PQ-_-nDm_xg7v9gfeQ,Local Services,d_o_PQ-_-nDm_xg7v9gfeQ,Local Services,39.9644541,-75.145782,389.136426,-1712.551556,Philadelphia,PA,5.0,8,1
dbfm8H0KQRrxT_QSXrQZ-A__food,dbfm8H0KQRrxT_QSXrQZ-A,Food,dbfm8H0KQRrxT_QSXrQZ-A,Food,39.9583181,-75.1449356,461.254360,-2394.844569,Philadelphia,PA,4.0,5,1
dc98lqGzBSpZZExT_LSiCA__coffee___tea,dc98lqGzBSpZZExT_LSiCA,Coffee & Tea,dc98lqGzBSpZZExT_LSiCA,Coffee & Tea,40.0093857912,-75.1948174462,-3788.953178,3283.631452,Philadelphia,PA,5.0,26,1
dcjXoskVNRNB8NVPn_zmHQ__beauty___spas,dcjXoskVNRNB8NVPn_zmHQ,Beauty & Spas,dcjXoskVNRNB8NVPn_zmHQ,Beauty & Spas,39.953968,-75.173561,-1977.787098,-2878.554287,Philadelphia,PA,4.5,12,1
ddP7ISSxIhqsyzfx5hGB0w__home_services,ddP7ISSxIhqsyzfx5hGB0w,Home Services,ddP7ISSxIhqsyzfx5hGB0w,Home Services,40.0678581281,-75.0286968427,10365.435542,9785.467645,Philadelphia,PA,2.0,5,1
deA06KLDS11uTDtUUrohRw__food,deA06KLDS11uTDtUUrohRw,Food,deA06KLDS11uTDtUUrohRw,Food,39.952335,-75.163789,-1145.158973,-3060.135853,Philadelphia,PA,4.0,29,1
deJd43rpViQxkOmn-gz-Lg__pizza,deJd43rpViQxkOmn-gz-Lg,Pizza,deJd43rpViQxkOmn-gz-Lg,Pizza,40.080901,-74.995019,13234.972894,11235.770832,Philadelphia,PA,3.0,49,1
deVwhY98J_r69DVedK2x8A__health___medical,deVwhY98J_r69DVedK2x8A,Health & Medical,deVwhY98J_r69DVedK2x8A,Health & Medical,39.9503653,-75.1460683,364.742092,-3279.156803,Philadelphia,PA,5.0,44,1
df23M3Tt7jWmV7FIIXwZ2A__automotive,df23M3Tt7jWmV7FIIXwZ2A,Automotive,df23M3Tt7jWmV7FIIXwZ2A,Automotive,39.982339,-75.1371394,1125.533462,276.161334,Philadelphia,PA,5.0,30,1
dfKF-oAUf3yjnD0WBYDyZQ__food,dfKF-oAUf3yjnD0WBYDyZQ,Food,dfKF-oAUf3yjnD0WBYDyZQ,Food,40.0487537,-75.062078,7521.177416,7661.149229,Philadelphia,PA,4.0,117,1
dfoptDebFhEZCZwFxuZ6_w__food,dfoptDebFhEZCZwFxuZ6_w,Food,dfoptDebFhEZCZwFxuZ6_w,Food,39.9805573775,-75.1131156832,3172.486211,78.053677,Philadelphia,PA,4.5,46,1
dgGuvdysSuWOv2dKqZTbVA__restaurants,dgGuvdysSuWOv2dKqZTbVA,Restaurants,dgGuvdysSuWOv2dKqZTbVA,Restaurants,40.0075055545,-75.212248984,-5274.216034,3074.558381,Philadelphia,PA,2.5,186,1
dgKZ0vI459VQFJzu_RB7tA__health___medical,dgKZ0vI459VQFJzu_RB7tA,Health & Medical,dgKZ0vI459VQFJzu_RB7tA,Health & Medical,39.9523735676,-75.1623214717,-1020.117494,-3055.847326,Philadelphia,PA,3.5,24,1
dg_sWT4te9aL_am_v8_Isg__local_services,dg_sWT4te9aL_am_v8_Isg,Local Services,dg_sWT4te9aL_am_v8_Isg,Local Services,39.9388132,-75.149783,48.229230,-4563.693489,Philadelphia,PA,4.0,18,1
dgm6jrUZj-vAWa1OU5rbNQ__food,dgm6jrUZj-vAWa1OU5rbNQ,Food,dgm6jrUZj-vAWa1OU5rbNQ,Food,40.0323421405,-75.2142540024,-5445.054625,5836.264554,Philadelphia,PA,4.5,163,1
dhIpGsx1bMUC2nsV4ckB-A__pizza,dhIpGsx1bMUC2nsV4ckB-A,Pizza,dhIpGsx1bMUC2nsV4ckB-A,Pizza,39.9551874,-75.2026309,-4454.702399,-2742.963006,Philadelphia,PA,2.0,29,1
di5ihAL9VWoctHelY8kLTQ__restaurants,di5ihAL9VWoctHelY8kLTQ,Restaurants,di5ihAL9VWoctHelY8kLTQ,Restaurants,39.9512903,-75.1992768,-4168.914639,-3176.301353,Philadelphia,PA,4.0,81,1
diXMgEnp5_CFUR5Qe6J0SQ__beauty___spas,diXMgEnp5_CFUR5Qe6J0SQ,Beauty & Spas,diXMgEnp5_CFUR5Qe6J0SQ,Beauty & Spas,39.9556241,-75.1647529,-1227.288552,-2694.404115,Philadelphia,PA,5.0,5,1
dikz-Ln-YVa1XC7WJQQgbw__health___medical,dikz-Ln-YVa1XC7WJQQgbw,Health & Medical,dikz-Ln-YVa1XC7WJQQgbw,Health & Medical,39.9029763,-75.2268484,-6518.166542,-8548.580460,Philadelphia,PA,2.0,8,1
disg8YUCaHC2-NIUDTTNyA__health___medical,disg8YUCaHC2-NIUDTTNyA,Health & Medical,disg8YUCaHC2-NIUDTTNyA,Health & Medical,39.9553413,-75.1542032,-328.396112,-2725.850083,Philadelphia,PA,3.0,8,1
djGSPb8zwOZ-Cl-DFDubsg__restaurants,djGSPb8zwOZ-Cl-DFDubsg,Restaurants,djGSPb8zwOZ-Cl-DFDubsg,Restaurants,40.0965914,-75.018011,11275.928089,12980.466119,Philadelphia,PA,1.5,24,1
djkvznaFb2PtcdlhW88oAA__home_services,djkvznaFb2PtcdlhW88oAA,Home Services,djkvznaFb2PtcdlhW88oAA,Home Services,39.950941,-75.145267,433.017258,-3215.141795,Philadelphia,PA,2.0,21,1
djtU6hvMyFN7emAJu9FvhQ__shopping,djtU6hvMyFN7emAJu9FvhQ,Shopping,djtU6hvMyFN7emAJu9FvhQ,Shopping,40.0830025,-75.022598,10885.090470,11469.447293,Philadelphia,PA,2.5,42,1
djtnqoRyGJNC0BL8B2OTkw__restaurants,djtnqoRyGJNC0BL8B2OTkw,Restaurants,djtnqoRyGJNC0BL8B2OTkw,Restaurants,40.0355548,-75.1310164,1647.246725,6193.496485,Philadelphia,PA,4.0,7,1
dk9Ye4ixSe54Sc6Q2kF3jA__pizza,dk9Ye4ixSe54Sc6Q2kF3jA,Pizza,dk9Ye4ixSe54Sc6Q2kF3jA,Pizza,39.965831,-75.1327524,1499.329981,-1559.447050,Philadelphia,PA,2.0,9,1
dkxCH6f6-YXsmfWDEiZs-Q__event_planning___services,dkxCH6f6-YXsmfWDEiZs-Q,Event Planning & Services,dkxCH6f6-YXsmfWDEiZs-Q,Event Planning & Services,39.8884,-75.230898,-6863.214726,-10169.393308,Philadelphia,PA,2.0,57,1
dlBZr-NZWfEv6S6UH6I9Jg__home_services,dlBZr-NZWfEv6S6UH6I9Jg,Home Services,dlBZr-NZWfEv6S6UH6I9Jg,Home Services,40.0977995,-75.0327983,10015.968831,13114.800896,Philadelphia,PA,2.5,6,1
dlq2kRHNaW7sf9oCGiTC1w__hair_salons,dlq2kRHNaW7sf9oCGiTC1w,Hair Salons,dlq2kRHNaW7sf9oCGiTC1w,Hair Salons,40.0383061,-75.14075,817.890491,6499.427509,Philadelphia,PA,4.5,5,1
dlrnA5FAdu9ZYTjP3ffmnA__food,dlrnA5FAdu9ZYTjP3ffmnA,Food,dlrnA5FAdu9ZYTjP3ffmnA,Food,40.0021113335,-75.1530348233,-228.843994,2474.747544,Philadelphia,PA,4.0,7,1
dm9UbH8XPAP6735lHRYILA__restaurants,dm9UbH8XPAP6735lHRYILA,Restaurants,dm9UbH8XPAP6735lHRYILA,Restaurants,40.0382907,-75.1303845,1701.088079,6497.715105,Philadelphia,PA,1.0,5,1
dmAdrx07KpSwrlViBrpNCA__health___medical,dmAdrx07KpSwrlViBrpNCA,Health & Medical,dmAdrx07KpSwrlViBrpNCA,Health & Medical,39.9441659,-75.1717273,-1821.545776,-3968.499583,Philadelphia,PA,4.0,16,1
dmyPzMRNgTIOBRT11NFcvg__restaurants,dmyPzMRNgTIOBRT11NFcvg,Restaurants,dmyPzMRNgTIOBRT11NFcvg,Restaurants,39.949016,-75.16065,-877.698915,-3429.192324,Philadelphia,PA,4.0,11,1
dn7fj6iePzwnvyhtNmiTrg__food,dn7fj6iePzwnvyhtNmiTrg,Food,dn7fj6iePzwnvyhtNmiTrg,Food,40.0594444275,-75.0484237671,8684.593128,8849.905532,Philadelphia,PA,2.5,8,1
dn8KhjqxANODHPynkxeKqQ__automotive,dn8KhjqxANODHPynkxeKqQ,Automotive,dn8KhjqxANODHPynkxeKqQ,Automotive,40.0048639,-75.1661779,-1348.706387,2780.819397,Philadelphia,PA,2.5,15,1
dnGCBJ4ZughipTqmuh5xQw__hair_salons,dnGCBJ4ZughipTqmuh5xQw,Hair Salons,dnGCBJ4ZughipTqmuh5xQw,Hair Salons,40.0094886124,-75.1932976395,-3659.457292,3295.064663,Philadelphia,PA,2.0,43,1
dnhBn5mY71DEELyvTrBYFQ__shopping,dnhBn5mY71DEELyvTrBYFQ,Shopping,dnhBn5mY71DEELyvTrBYFQ,Shopping,39.9531,-75.16736,-1449.427806,-2975.071617,Philadelphia,PA,4.0,8,1
dnhfr6fk3qsxtCjPFPuBrg__beauty___spas,dnhfr6fk3qsxtCjPFPuBrg,Beauty & Spas,dnhfr6fk3qsxtCjPFPuBrg,Beauty & Spas,39.9506933,-75.1715016,-1802.314895,-3242.684816,Philadelphia,PA,2.5,51,1
doo0-waBL2E2kzySKMBvQQ__shopping,doo0-waBL2E2kzySKMBvQQ,Shopping,doo0-waBL2E2kzySKMBvQQ,Shopping,39.949036,-75.163516,-1121.897872,-3426.968423,Philadelphia,PA,4.5,19,1
dopAIKuvrnJhQOX1UhtOfQ__restaurants,dopAIKuvrnJhQOX1UhtOfQ,Restaurants,dopAIKuvrnJhQOX1UhtOfQ,Restaurants,40.0333813086,-75.0488526872,8648.046777,5951.814934,Philadelphia,PA,4.5,11,1
doti90GE8LhHP9ssbUuFTg__shopping,doti90GE8LhHP9ssbUuFTg,Shopping,doti90GE8LhHP9ssbUuFTg,Shopping,39.9426904,-75.2104835,-5123.787091,-4132.567924,Philadelphia,PA,4.0,9,1
dpiaAGgEMm9Lf8dbx0yEJQ__food,dpiaAGgEMm9Lf8dbx0yEJQ,Food,dpiaAGgEMm9Lf8dbx0yEJQ,Food,39.9798199,-75.129822,1749.016172,-3.950192,Philadelphia,PA,4.0,314,1
dppcN3xQKkMviTR7fkNwyw__restaurants,dppcN3xQKkMviTR7fkNwyw,Restaurants,dppcN3xQKkMviTR7fkNwyw,Restaurants,40.0128567,-75.1905721,-3427.226342,3669.579434,Philadelphia,PA,4.0,45,1
dqM2dvE9LsQwzhZwTvVqJQ__event_planning___services,dqM2dvE9LsQwzhZwTvVqJQ,Event Planning & Services,dqM2dvE9LsQwzhZwTvVqJQ,Event Planning & Services,39.9556241,-75.1647529,-1227.288552,-2694.404115,Philadelphia,PA,4.0,14,1
dqS2qXTYUpF7S-DeHhYfYg__hair_salons,dqS2qXTYUpF7S-DeHhYfYg,Hair Salons,dqS2qXTYUpF7S-DeHhYfYg,Hair Salons,40.0111947,-75.1510494,-59.675013,3484.773211,Philadelphia,PA,4.0,25,1
dqtxVD047wFtHltVAgfZfw__shopping,dqtxVD047wFtHltVAgfZfw,Shopping,dqtxVD047wFtHltVAgfZfw,Shopping,39.9280745,-75.1654027,-1282.655085,-5757.784097,Philadelphia,PA,4.5,9,1
dqvIsA9URHqQcHlR9qsIfw__shopping,dqvIsA9URHqQcHlR9qsIfw,Shopping,dqvIsA9URHqQcHlR9qsIfw,Shopping,40.069996,-75.197694,-4034.051377,10023.188482,Philadelphia,PA,4.0,8,1
dr-xB6UZs5XPGa6sgVtnqA__automotive,dr-xB6UZs5XPGa6sgVtnqA,Automotive,dr-xB6UZs5XPGa6sgVtnqA,Automotive,40.1109641,-74.9823374,14315.514936,14578.639649,Philadelphia,PA,2.5,25,1
dr6qbfu8nTHA0pAPf8z6_A__health___medical,dr6qbfu8nTHA0pAPf8z6_A,Health & Medical,dr6qbfu8nTHA0pAPf8z6_A,Health & Medical,39.9494239,-75.1669032,-1410.505934,-3383.835851,Philadelphia,PA,5.0,5,1
drvcAOOScpy-txLfImR4JQ__shopping,drvcAOOScpy-txLfImR4JQ,Shopping,drvcAOOScpy-txLfImR4JQ,Shopping,40.075827,-75.031687,10110.657700,10671.566995,Philadelphia,PA,1.5,30,1
ds4Vf2mPGm3NXb0IvpsNtQ__restaurants,ds4Vf2mPGm3NXb0IvpsNtQ,Restaurants,ds4Vf2mPGm3NXb0IvpsNtQ,Restaurants,39.9497563,-75.1480623,194.842330,-3346.874606,Philadelphia,PA,4.0,37,1
dsMznMWp-gMj1U_4yjIT6g__local_services,dsMznMWp-gMj1U_4yjIT6g,Local Services,dsMznMWp-gMj1U_4yjIT6g,Local Services,39.9536361442,-75.1527034683,-200.610726,-2915.455019,Philadelphia,PA,4.0,11,1
dt3tbG5HHSdTCft8Bf0DwQ__automotive,dt3tbG5HHSdTCft8Bf0DwQ,Automotive,dt3tbG5HHSdTCft8Bf0DwQ,Automotive,39.9339142,-75.1582178,-670.462103,-5108.438187,Philadelphia,PA,5.0,7,1
dtOiL5peZcmq0XU3HOdHVw__restaurants,dtOiL5peZcmq0XU3HOdHVw,Restaurants,dtOiL5peZcmq0XU3HOdHVw,Restaurants,39.9504385693,-75.1457622327,390.820709,-3271.009617,Philadelphia,PA,4.5,7,1
dtPaLaOaahAdn7wUxsK9QA__home_services,dtPaLaOaahAdn7wUxsK9QA,Home Services,dtPaLaOaahAdn7wUxsK9QA,Home Services,40.0397069134,-75.0189246364,11198.081244,6655.191068,Philadelphia,PA,4.0,23,1
dtsnh96yn64IT7sErc509g__restaurants,dtsnh96yn64IT7sErc509g,Restaurants,dtsnh96yn64IT7sErc509g,Restaurants,39.9183863039,-75.1813937037,-2645.176516,-6835.063840,Philadelphia,PA,3.5,55,1
duAwbsF-DSd8BZomQQJ5VQ__restaurants,duAwbsF-DSd8BZomQQJ5VQ,Restaurants,duAwbsF-DSd8BZomQQJ5VQ,Restaurants,40.1015816,-75.0284266,10388.461705,13535.351808,Philadelphia,PA,4.5,19,1
duf2PORLOL6it1dTGhSnKA__breakfast___brunch,duf2PORLOL6it1dTGhSnKA,Breakfast & Brunch,duf2PORLOL6it1dTGhSnKA,Breakfast & Brunch,39.9850064107,-75.246888042,-8225.654215,572.764281,Philadelphia,PA,2.5,20,1
dvLSJwmlPAZioS3R5B3Wtw__restaurants,dvLSJwmlPAZioS3R5B3Wtw,Restaurants,dvLSJwmlPAZioS3R5B3Wtw,Restaurants,39.9344738,-75.1694251,-1625.385679,-5046.213420,Philadelphia,PA,4.0,211,1
dvYS0Y_RHFGyR4Q29rqm3g__restaurants,dvYS0Y_RHFGyR4Q29rqm3g,Restaurants,dvYS0Y_RHFGyR4Q29rqm3g,Restaurants,39.980720001,-75.2344698831,-7167.558804,96.136611,Philadelphia,PA,4.5,22,1
dvph41fD_t6Kd_ChSpmNSA__event_planning___services,dvph41fD_t6Kd_ChSpmNSA,Event Planning & Services,dvph41fD_t6Kd_ChSpmNSA,Event Planning & Services,39.9514456414,-75.1641494036,-1175.867341,-3159.028154,Philadelphia,PA,3.5,328,1
dw2Sl_LX4elRe0Yb6dSGqQ__event_planning___services,dw2Sl_LX4elRe0Yb6dSGqQ,Event Planning & Services,dw2Sl_LX4elRe0Yb6dSGqQ,Event Planning & Services,40.0532987,-75.2304038,-6821.106169,8166.530869,Philadelphia,PA,4.5,9,1
dwJL0XiFv7EgCts-wjQpwg__restaurants,dwJL0XiFv7EgCts-wjQpwg,Restaurants,dwJL0XiFv7EgCts-wjQpwg,Restaurants,40.0162161,-75.0615677,7564.657782,4043.128187,Philadelphia,PA,3.5,7,1
dwOsLnuXq2RthkEN9m3lAw__food,dwOsLnuXq2RthkEN9m3lAw,Food,dwOsLnuXq2RthkEN9m3lAw,Food,39.9385929724,-75.1571558788,-579.980579,-4588.181715,Philadelphia,PA,5.0,14,1
dwgzsUfgMcbkI232jytX-A__health___medical,dwgzsUfgMcbkI232jytX-A,Health & Medical,dwgzsUfgMcbkI232jytX-A,Health & Medical,39.9454075,-75.153524,-270.524538,-3830.439771,Philadelphia,PA,4.0,8,1
dwh4dy4zyrf-NTqaCYjH6A__american__traditional,dwh4dy4zyrf-NTqaCYjH6A,American (Traditional),dwh4dy4zyrf-NTqaCYjH6A,American (Traditional),39.9841717,-75.0987438,4397.049674,479.948558,Philadelphia,PA,4.0,113,1
dwkI0-b5PM2-yn-v7j2Agg__coffee___tea,dwkI0-b5PM2-yn-v7j2Agg,Coffee & Tea,dwkI0-b5PM2-yn-v7j2Agg,Coffee & Tea,39.9480853,-75.1429316,632.006177,-3532.681586,Philadelphia,PA,4.5,59,1
dwlngUMWtq-_dTxe3-8waA__beauty___spas,dwlngUMWtq-_dTxe3-8waA,Beauty & Spas,dwlngUMWtq-_dTxe3-8waA,Beauty & Spas,40.007256,-75.1498979,38.439118,3046.809148,Philadelphia,PA,3.0,6,1
dxf_k01xk9bdlv6kM45Z5w__beauty___spas,dxf_k01xk9bdlv6kM45Z5w,Beauty & Spas,dxf_k01xk9bdlv6kM45Z5w,Beauty & Spas,39.9777540212,-75.2742312688,-10555.447467,-233.665751,Philadelphia,PA,3.5,8,1
dxuFPsY5YKfbWyQgaTIoPw__local_services,dxuFPsY5YKfbWyQgaTIoPw,Local Services,dxuFPsY5YKfbWyQgaTIoPw,Local Services,39.9412882,-75.2187346,-5826.826174,-4288.485665,Philadelphia,PA,4.5,13,1
dyE0EyZgUpgzF_jHspeZnA__health___medical,dyE0EyZgUpgzF_jHspeZnA,Health & Medical,dyE0EyZgUpgzF_jHspeZnA,Health & Medical,39.9313464,-75.1571495,-579.437070,-5393.964914,Philadelphia,PA,5.0,19,1
dyELPSU9bEe20QpCQ8pn9A__restaurants,dyELPSU9bEe20QpCQ8pn9A,Restaurants,dyELPSU9bEe20QpCQ8pn9A,Restaurants,39.9532117052,-75.1668324715,-1404.479477,-2962.650548,Philadelphia,PA,4.5,7,1
dyuJT1kr1UlojGwPX70w1A__event_planning___services,dyuJT1kr1UlojGwPX70w1A,Event Planning & Services,dyuJT1kr1UlojGwPX70w1A,Event Planning & Services,39.9396284,-75.1866396,-3092.155721,-4473.047260,Philadelphia,PA,4.5,9,1
dzNHPZmXHFc6_6BZQVYAeA__food,dzNHPZmXHFc6_6BZQVYAeA,Food,dzNHPZmXHFc6_6BZQVYAeA,Food,39.9512731815,-75.1979261264,-4053.829822,-3178.204846,Philadelphia,PA,4.0,43,1
e-ZyZc24wgkKafM3pguR2w__restaurants,e-ZyZc24wgkKafM3pguR2w,Restaurants,e-ZyZc24wgkKafM3pguR2w,Restaurants,39.9699745,-75.1302068,1716.229096,-1098.710235,Philadelphia,PA,4.5,228,1
e0BoeJPqG4OD3DRPOG73Jg__shopping,e0BoeJPqG4OD3DRPOG73Jg,Shopping,e0BoeJPqG4OD3DRPOG73Jg,Shopping,40.0101098,-75.0842475,5632.214132,3364.137668,Philadelphia,PA,2.5,35,1
e0KzISSDK4b4unzirf3cYQ__pizza,e0KzISSDK4b4unzirf3cYQ,Pizza,e0KzISSDK4b4unzirf3cYQ,Pizza,40.004687,-75.17882,-2425.882811,2761.148987,Philadelphia,PA,2.0,47,1
e0ZGMlXcMQ8bfvLFiLfuAw__automotive,e0ZGMlXcMQ8bfvLFiLfuAw,Automotive,e0ZGMlXcMQ8bfvLFiLfuAw,Automotive,40.0344821,-75.0695104,6887.896074,6074.217522,Philadelphia,PA,2.5,15,1
e1CBgTsKHCcJrhx-BzNhzg__arts___entertainment,e1CBgTsKHCcJrhx-BzNhzg,Arts & Entertainment,e1CBgTsKHCcJrhx-BzNhzg,Arts & Entertainment,39.9415697,-75.1493983,81.007785,-4257.184250,Philadelphia,PA,4.0,53,1
e1L7zxPnI9TeCqFexdstdw__home_services,e1L7zxPnI9TeCqFexdstdw,Home Services,e1L7zxPnI9TeCqFexdstdw,Home Services,39.9552474,-75.1969099,-3967.241746,-2736.291301,Philadelphia,PA,3.5,27,1
e1crDTeS6sYT1EQ4fc95fQ__shopping,e1crDTeS6sYT1EQ4fc95fQ,Shopping,e1crDTeS6sYT1EQ4fc95fQ,Shopping,39.953291,-75.203028,-4488.537502,-2953.833356,Philadelphia,PA,3.5,20,1
e27sItQBZuFbBPz_Ucq76A__coffee___tea,e27sItQBZuFbBPz_Ucq76A,Coffee & Tea,e27sItQBZuFbBPz_Ucq76A,Coffee & Tea,39.954682252,-75.1999465923,-4225.984625,-2799.132979,Philadelphia,PA,4.0,35,1
e3Y3hDpwHc9RmQlJtIgHuw__restaurants,e3Y3hDpwHc9RmQlJtIgHuw,Restaurants,e3Y3hDpwHc9RmQlJtIgHuw,Restaurants,39.9499125,-75.1736448,-1984.927318,-3329.505935,Philadelphia,PA,4.5,434,1
e3fQkykBr9V9jr1g9VWliw__restaurants,e3fQkykBr9V9jr1g9VWliw,Restaurants,e3fQkykBr9V9jr1g9VWliw,Restaurants,39.9373886,-75.1616647,-964.156934,-4722.102000,Philadelphia,PA,4.5,30,1
e3ph3NO-eTeWnJozPRxxkQ__hair_salons,e3ph3NO-eTeWnJozPRxxkQ,Hair Salons,e3ph3NO-eTeWnJozPRxxkQ,Hair Salons,39.9564751,-75.1554273,-432.696162,-2599.777101,Philadelphia,PA,3.5,13,1
e3v336LEOpoZedoFAdQoXg__shopping,e3v336LEOpoZedoFAdQoXg,Shopping,e3v336LEOpoZedoFAdQoXg,Shopping,39.9310517,-75.159771,-802.803283,-5426.734104,Philadelphia,PA,4.5,10,1
e4HGFwO2NV_yTLE5lDdlgg__local_services,e4HGFwO2NV_yTLE5lDdlgg,Local Services,e4HGFwO2NV_yTLE5lDdlgg,Local Services,40.033644,-75.215839,-5580.105135,5981.024926,Philadelphia,PA,5.0,52,1
e4InIycH2PAJWccBBj0tAA__restaurants,e4InIycH2PAJWccBBj0tAA,Restaurants,e4InIycH2PAJWccBBj0tAA,Restaurants,40.0547178,-75.1260501,2070.402789,8324.327807,Philadelphia,PA,4.0,49,1
e4MoozYGqe_rb4_ZC1rYMQ__event_planning___services,e4MoozYGqe_rb4_ZC1rYMQ,Event Planning & Services,e4MoozYGqe_rb4_ZC1rYMQ,Event Planning & Services,39.952725,-75.1729016,-1921.602592,-3016.769772,Philadelphia,PA,4.5,304,1
e4hdGUQH8IX0Tcx1Aa3Ltw__coffee___tea,e4hdGUQH8IX0Tcx1Aa3Ltw,Coffee & Tea,e4hdGUQH8IX0Tcx1Aa3Ltw,Coffee & Tea,39.9799311011,-75.2242517721,-6296.919569,8.414823,Philadelphia,PA,2.0,7,1
e4lrDi48799CTlV6CYVufw__local_services,e4lrDi48799CTlV6CYVufw,Local Services,e4lrDi48799CTlV6CYVufw,Local Services,39.9350642,-75.1516194,-108.242147,-4980.563845,Philadelphia,PA,5.0,7,1
e5JRwLlsLUgt-q2WBnGkqA__restaurants,e5JRwLlsLUgt-q2WBnGkqA,Restaurants,e5JRwLlsLUgt-q2WBnGkqA,Restaurants,40.0057676,-75.1494953,72.742851,2881.306391,Philadelphia,PA,4.5,9,1
e5U6_oaQXh_VTTWuTFkgOA__local_services,e5U6_oaQXh_VTTWuTFkgOA,Local Services,e5U6_oaQXh_VTTWuTFkgOA,Local Services,40.0639967,-75.1536165,-278.406046,9356.095837,Philadelphia,PA,4.0,5,1
e6koMMDPeRixkV2Jxv8msw__local_services,e6koMMDPeRixkV2Jxv8msw,Local Services,e6koMMDPeRixkV2Jxv8msw,Local Services,39.94855,-75.178964,-2438.152402,-3481.009232,Philadelphia,PA,3.0,29,1
e6tfORR6k5fZa2_uZgAbzw__beauty___spas,e6tfORR6k5fZa2_uZgAbzw,Beauty & Spas,e6tfORR6k5fZa2_uZgAbzw,Beauty & Spas,40.028903,-75.1811386,-2623.440278,5453.849050,Philadelphia,PA,3.5,9,1
e7L_WgUY6kXqlkspUkUHzw__restaurants,e7L_WgUY6kXqlkspUkUHzw,Restaurants,e7L_WgUY6kXqlkspUkUHzw,Restaurants,40.0618649912,-75.0833730027,5706.726110,9119.060306,Philadelphia,PA,3.5,6,1
e85sw6dE3jNu697Hb3BskQ__restaurants,e85sw6dE3jNu697Hb3BskQ,Restaurants,e85sw6dE3jNu697Hb3BskQ,Restaurants,39.9582413,-75.2082353,-4932.228091,-2403.384351,Philadelphia,PA,2.0,12,1
e8jerbHMWQ1JSYxKtXEt5w__restaurants,e8jerbHMWQ1JSYxKtXEt5w,Restaurants,e8jerbHMWQ1JSYxKtXEt5w,Restaurants,39.990641,-75.1358168,1238.226253,1199.302890,Philadelphia,PA,2.0,6,1
e8l4qKiNMzEOqm2PH18E2A__american__traditional,e8l4qKiNMzEOqm2PH18E2A,American (Traditional),e8l4qKiNMzEOqm2PH18E2A,American (Traditional),39.877855,-75.244711,-8040.158268,-11341.945429,Philadelphia,PA,2.5,46,1
e8pMCk4bE0U4qk7z59Lxkg__sandwiches,e8pMCk4bE0U4qk7z59Lxkg,Sandwiches,e8pMCk4bE0U4qk7z59Lxkg,Sandwiches,39.963042,-75.1741858944,-2031.031536,-1869.570129,Philadelphia,PA,4.5,11,1
e9CyHKDfTSfKYLs6KAmN1Q__local_services,e9CyHKDfTSfKYLs6KAmN1Q,Local Services,e9CyHKDfTSfKYLs6KAmN1Q,Local Services,40.0596127,-74.9935904,13356.697469,8868.616606,Philadelphia,PA,4.5,5,1
